,Text,Sent
802,Superb Awesome... It has cleaned all my junk file of the apps I've forgotten also. Cleaned 1 GB memory of my phone O,Positive
803,"THE BEST BY FAR This is hands down the ultimate in billiards, you can view any angle, various degrees, dont look anywhere else, just download it and shutup",Positive
804,"BEST TDEFENSE GAME OF ALL TIME We need MORE FIELDRUNNERS games and perhaps maybe some spinoffs A mashupcrossover with angry birds Anyway, this game rocks Fieldrunners  was the very first app store game that I ever played",Positive
805,Extremely excellent app luv it....,Positive
806,"Best game by far But I think there should be more buildings,quest and research Thx D",Positive
807,It is very nice and made the Bible story easy.,Positive
808,Rummikub Fun game that makes you think,Positive
809,Children first No child No future,Positive
810,"Wonderful game This game is great. I don't usually leave reviews for games, but trust me its worth the money.",Positive
811,Great combo Lobing the style and gameplay not far in tne game but we need more stuff like this Good work SG.,Positive
812,Great Challenge,Positive
813,"On wow I love this app,worth the money...and even better..it supports heads up notifications for android lollipop 5.0that's amazing,keep it up,cool I love the new tablet layout,and wow you keep updating it",Positive
814,Good little game Good for learning new vocabulary although in tutor mode it can be frustrating after finding what you think is a great move to discover you could have scored twice as much. No problems with freezing or crashing.,Positive
815,Cgd flak jazz as cm kids SXML no it's  tshirt Cbc nthe dc nhc re hdb see gd,Positive
816,I like it soooooo much Soooooo awesome,Positive
817,Great app. Had this app for a while and I think its great. I have it as a widget on my screen which I update as I need to. Don't have any problems.,Positive
818,"Amazing app If I can't get my favorite Jordan's instore, I can always rely on this app to help me locate and buy from legit re sellers The price guide also helps spot over priced sneakers",Positive
819,Pacific Rim It's so good ,Positive
820,Amazing Very enjoyable game . I hope that you will add more levels .,Positive
821,Amazing software I am an iPhone convert who was using GasCubby to track my vehicle. This software meets and exceeds in every way the things I loved about that app. Thank you developers for this amazing app.,Positive
822,Good Actually makes my phone faster,Positive
823,Still on i used mxit 5years ago so today I decided to download it again ...Mxit still the Best,Positive
824,ticket stopper Works like a charm in company vehicle with no speedometer. no speeding tickets for me,Positive
825,"Great for Nexus 6 UPDATE That fixed it... now I can't stop playing.  It's more challenging than other Freecell apps I've tried, and I like that I can customize the backdrop too.  I'm a man of my word... I now give this app my highest rating.",Positive
826,"Loved it I Love this Solatair, play it all the time Have one I payed for I don't play anymore I enjoy this one so much more. Just wish it would save scores. Have to put up with enough FREE advertising it should",Positive
827,Arria is awsome This is my first time playing this,Positive
828,Good game but it just needs more action.,Positive
829,"Love it Great apps for my 5 yr old kid who loves to learn how ti play the piano, ",Positive
830,Great,Positive
831,This is fun,Positive
832,REALLY FUN OMG ONE OF MAH FAV GAMES YET LOL XD,Positive
833,"Great fun The interface is good better now than when I first installed it, the puzzles are fun. What's not to like",Positive
834,I love this game very much.I hope many children like it.,Positive
835,Loved it Salana watch your mouth stewey,Positive
836,ram I like this game good I finished all levels waiting for more levels with different graphics thanks,Positive
837,Learning Game Toddler math. I Love the math so much and more.,Positive
838,Thks Good app.,Positive
839,"Addicting. I can't believe people are saying all these negative comments. Its addicting, and I love the themes and everything.. Plus, MSP wasnt made for mobile, so be patient. I love this game so much. Keep up the good work...cx",Positive
840,Great job guys Been one of your sales man since your beginnings. Recommend this app to anyone who uses public transport in London.,Positive
841,Love it Fun game i just got it and it is really fun. It is like the version on the computer. I always play it on the computer and they are exactly the same,Positive
842,Ulysse speedometer May God blessed you all.,Positive
843,"Just like minecraft Everything's just more scarce.  P.s. dont get planet of cubes, that's a 12 star game.",Positive
844,Best casino game yet been playin for years tryin to find somethin close is hard best payouts and bonuses love it and it just got even better,Positive
845,"Great till 2 days ago i can't see the waves anymore from 2 days, what is happening",Positive
846,Excellent,Positive
847,OS maps for this price and the lay over of routes is awesome. Reliable too. Thumbs up,Positive
848,Like So funny.,Positive
849,"Awesome,doing a great job. I shot out many query's really very very helpful.",Positive
850,"Addictive Good, no qualms",Positive
851,One touch draw This game is difficult but fun,Positive
